original_path,new_path,filename,method,size_mb
archive/backups/2026-01-11/heavenlyHands-copy-backup-20260101/cleanconnect-pro/.git/objects/e3/706f0c498433c78e93cee3da114fb7ca095f6a,ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/e3/706f0c498433c78e93cee3da114fb7ca095f6a,706f0c498433c78e93cee3da114fb7ca095f6a,name_size,0.0010366439819335938
archive/backups/2026-01-11/heavenlyHands-copy-backup-20260101/cleanconnect-pro/.git/objects/cf/8170b38256f277d85c5089c1a7ae98901d893f,ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/cf/8170b38256f277d85c5089c1a7ae98901d893f,8170b38256f277d85c5089c1a7ae98901d893f,name_size,0.005976676940917969
archive/backups/2026-01-11/heavenlyHands-copy-backup-20260101/cleanconnect-pro/.git/objects/29/114ef506f37c862545a4cd708f748f42b6106b,ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/29/114ef506f37c862545a4cd708f748f42b6106b,114ef506f37c862545a4cd708f748f42b6106b,name_size,5.53131103515625e-05
archive/backups/2026-01-11/heavenlyHands-copy-backup-20260101/cleanconnect-pro/.git/objects/1f/09c657f47b85ec55198dd4924d3592d72d3a0d,ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/1f/09c657f47b85ec55198dd4924d3592d72d3a0d,09c657f47b85ec55198dd4924d3592d72d3a0d,name_size,6.198883056640625e-05
archive/backups/2026-01-11/heavenlyHands-copy-backup-20260101/cleanconnect-pro/.git/objects/74/393f4cdb4688834ac9f2a2138ce4fe5fe4fb3e,ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/74/393f4cdb4688834ac9f2a2138ce4fe5fe4fb3e,393f4cdb4688834ac9f2a2138ce4fe5fe4fb3e,name_size,0.0006189346313476562
archive/backups/2026-01-11/heavenlyHands-copy-backup-20260101/cleanconnect-pro/.git/objects/74/fc1ff8a8884fdd1ba1912821cffd857151f78c,ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/74/fc1ff8a8884fdd1ba1912821cffd857151f78c,fc1ff8a8884fdd1ba1912821cffd857151f78c,name_size,0.0035295486450195312
archive/backups/2026-01-11/heavenlyHands-copy-backup-20260101/cleanconnect-pro/.git/objects/1a/43ccc1b4a4684ab0fc11009df187058b6570a2,ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/1a/43ccc1b4a4684ab0fc11009df187058b6570a2,43ccc1b4a4684ab0fc11009df187058b6570a2,name_size,0.0035190582275390625
archive/backups/2026-01-11/heavenlyHands-copy-backup-20260101/cleanconnect-pro/.git/objects/8f/d02ca61db7b573602cb43c791d355b4a7c1eb3,ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/8f/d02ca61db7b573602cb43c791d355b4a7c1eb3,d02ca61db7b573602cb43c791d355b4a7c1eb3,name_size,0.0010356903076171875
archive/backups/2026-01-11/heavenlyHands-copy-backup-20260101/cleanconnect-pro/.git/objects/8a/b95895ba68755d7fccac00776419561acc23a8,ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/8a/b95895ba68755d7fccac00776419561acc23a8,b95895ba68755d7fccac00776419561acc23a8,name_size,0.0070323944091796875
archive/backups/2026-01-11/heavenlyHands-copy-backup-20260101/cleanconnect-pro/.git/objects/7e/6989d68864ae07599aa360f9ce7ca0bcdd8c2e,ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/7e/6989d68864ae07599aa360f9ce7ca0bcdd8c2e,6989d68864ae07599aa360f9ce7ca0bcdd8c2e,name_size,0.0033702850341796875
archive/backups/2026-01-11/heavenlyHands-copy-backup-20260101/cleanconnect-pro/.git/objects/19/78bc1455048ac39999f858f8d9bb9c90959a18,ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/19/78bc1455048ac39999f858f8d9bb9c90959a18,78bc1455048ac39999f858f8d9bb9c90959a18,name_size,0.001331329345703125
archive/backups/2026-01-11/heavenlyHands-copy-backup-20260101/cleanconnect-pro/.git/objects/81/31fa802d681cf0e589865cec86948f63ba77d9,ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/81/31fa802d681cf0e589865cec86948f63ba77d9,31fa802d681cf0e589865cec86948f63ba77d9,name_size,0.0010318756103515625
archive/backups/2026-01-11/heavenlyHands-copy-backup-20260101/cleanconnect-pro/.git/objects/86/1a51a2af0b55b969e0b6a75ce0c87ac4189c57,ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/86/1a51a2af0b55b969e0b6a75ce0c87ac4189c57,1a51a2af0b55b969e0b6a75ce0c87ac4189c57,name_size,0.00038242340087890625
archive/backups/2026-01-11/heavenlyHands-copy-backup-20260101/cleanconnect-pro/.git/objects/72/154343802aa95f400b6d68356e93349c9a1cec,ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/72/154343802aa95f400b6d68356e93349c9a1cec,154343802aa95f400b6d68356e93349c9a1cec,name_size,0.0025911331176757812
archive/backups/2026-01-11/heavenlyHands-copy-backup-20260101/cleanconnect-pro/.git/objects/43/625db760aff81484e3628ba7f2b2578769dfcb,ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/43/625db760aff81484e3628ba7f2b2578769dfcb,625db760aff81484e3628ba7f2b2578769dfcb,name_size,0.00821685791015625
archive/backups/2026-01-11/heavenlyHands-copy-backup-20260101/cleanconnect-pro/.git/objects/43/4ebad2f0395167bb5cc7092857675405098041,ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/43/4ebad2f0395167bb5cc7092857675405098041,4ebad2f0395167bb5cc7092857675405098041,name_size,0.0018215179443359375
archive/backups/2026-01-11/heavenlyHands-copy-backup-20260101/cleanconnect-pro/.git/objects/9f/1e907952a357079ff48d27b23e95ddc920285b,ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/9f/1e907952a357079ff48d27b23e95ddc920285b,1e907952a357079ff48d27b23e95ddc920285b,name_size,0.006115913391113281
archive/backups/2026-01-11/heavenlyHands-copy-backup-20260101/cleanconnect-pro/.git/objects/3a/31ad603bd756bcd9440491522844a6f17ffc91,ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/3a/31ad603bd756bcd9440491522844a6f17ffc91,31ad603bd756bcd9440491522844a6f17ffc91,name_size,0.003911018371582031
archive/backups/2026-01-11/heavenlyHands-copy-backup-20260101/cleanconnect-pro/.git/objects/3f/e2f017ce098e74179361efe5b22a85345997e5,ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/3f/e2f017ce098e74179361efe5b22a85345997e5,e2f017ce098e74179361efe5b22a85345997e5,name_size,9.441375732421875e-05
archive/backups/2026-01-11/heavenlyHands-copy-backup-20260101/cleanconnect-pro/.git/objects/5e/a012a7f7b5fb5d2f9755cbd51a7e03820a9153,ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/5e/a012a7f7b5fb5d2f9755cbd51a7e03820a9153,a012a7f7b5fb5d2f9755cbd51a7e03820a9153,name_size,0.0050754547119140625
archive/backups/2026-01-11/heavenlyHands-copy-backup-20260101/cleanconnect-pro/.git/objects/0f/8e73b17ccbde5573196650f672c7f283464bf8,ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/0f/8e73b17ccbde5573196650f672c7f283464bf8,8e73b17ccbde5573196650f672c7f283464bf8,name_size,0.004858970642089844
archive/backups/2026-01-11/heavenlyHands-copy-backup-20260101/cleanconnect-pro/.git/objects/0a/214c119867b91a452fae4b5cabfef2781fd274,ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/0a/214c119867b91a452fae4b5cabfef2781fd274,214c119867b91a452fae4b5cabfef2781fd274,name_size,0.00417327880859375
archive/backups/2026-01-11/heavenlyHands-copy-backup-20260101/cleanconnect-pro/.git/objects/d3/9d0d39b377b5f5932045e5194bfd5e44a717a3,ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/d3/9d0d39b377b5f5932045e5194bfd5e44a717a3,9d0d39b377b5f5932045e5194bfd5e44a717a3,name_size,0.00012874603271484375
archive/backups/2026-01-11/heavenlyHands-copy-backup-20260101/cleanconnect-pro/.git/objects/d3/d4df51fa247c1b1fd20e7a327c5983e0af0ccb,ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/d3/d4df51fa247c1b1fd20e7a327c5983e0af0ccb,d4df51fa247c1b1fd20e7a327c5983e0af0ccb,name_size,0.00010776519775390625
archive/backups/2026-01-11/heavenlyHands-copy-backup-20260101/cleanconnect-pro/.git/objects/a9/c5ee7084a96314242dd512bc318bac012fbc42,ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/a9/c5ee7084a96314242dd512bc318bac012fbc42,c5ee7084a96314242dd512bc318bac012fbc42,name_size,0.0007257461547851562
archive/backups/2026-01-11/heavenlyHands-copy-backup-20260101/cleanconnect-pro/.git/objects/ea/37e021ad0ce1e418559332ec94ab479bbad225,ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/ea/37e021ad0ce1e418559332ec94ab479bbad225,37e021ad0ce1e418559332ec94ab479bbad225,name_size,0.000904083251953125
archive/backups/2026-01-11/heavenlyHands-copy-backup-20260101/cleanconnect-pro/.git/objects/e8/28c7b38c288732f6fe389da3ba4cdac84efc2b,ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/e8/28c7b38c288732f6fe389da3ba4cdac84efc2b,28c7b38c288732f6fe389da3ba4cdac84efc2b,name_size,0.003902435302734375
archive/backups/2026-01-11/heavenlyHands-copy-backup-20260101/cleanconnect-pro/.git/objects/c2/4b471fba119e50aa61edaf5398775d8089d85c,ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/c2/4b471fba119e50aa61edaf5398775d8089d85c,4b471fba119e50aa61edaf5398775d8089d85c,name_size,0.0001964569091796875
archive/backups/2026-01-11/heavenlyHands-copy-backup-20260101/cleanconnect-pro/.git/objects/e7/90e1e175aca7f1fab4e75f46a711944f7aa849,ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/e7/90e1e175aca7f1fab4e75f46a711944f7aa849,90e1e175aca7f1fab4e75f46a711944f7aa849,name_size,0.0038356781005859375
archive/backups/2026-01-11/heavenlyHands-copy-backup-20260101/cleanconnect-pro/.git/objects/2c/271c3ecd904ba874d8ba91d46f3d9008db40cd,ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/2c/271c3ecd904ba874d8ba91d46f3d9008db40cd,271c3ecd904ba874d8ba91d46f3d9008db40cd,name_size,0.0006275177001953125
archive/backups/2026-01-11/heavenlyHands-copy-backup-20260101/cleanconnect-pro/.git/objects/77/d30daa09249946f8b30fd5ce5cabfff67d2aec,ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/77/d30daa09249946f8b30fd5ce5cabfff67d2aec,d30daa09249946f8b30fd5ce5cabfff67d2aec,name_size,0.0040740966796875
archive/backups/2026-01-11/heavenlyHands-copy-backup-20260101/cleanconnect-pro/.git/objects/70/a6b5dfad8a521c6d83fad4bca463b7930bcb4f,ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/70/a6b5dfad8a521c6d83fad4bca463b7930bcb4f,a6b5dfad8a521c6d83fad4bca463b7930bcb4f,name_size,0.0008001327514648438
archive/backups/2026-01-11/heavenlyHands-copy-backup-20260101/cleanconnect-pro/.git/objects/4a/62aef437322493cde26d135700a99d07718979,ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/4a/62aef437322493cde26d135700a99d07718979,62aef437322493cde26d135700a99d07718979,name_size,0.00013256072998046875
archive/backups/2026-01-11/heavenlyHands-copy-backup-20260101/cleanconnect-pro/.git/objects/23/986b6294ee7bdad82341d7bbf1c03d001b3b31,ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/23/986b6294ee7bdad82341d7bbf1c03d001b3b31,986b6294ee7bdad82341d7bbf1c03d001b3b31,name_size,0.004826545715332031
archive/backups/2026-01-11/heavenlyHands-copy-backup-20260101/cleanconnect-pro/.git/objects/12/38a7108246cb3f58e630703972d93923f2f284,ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/12/38a7108246cb3f58e630703972d93923f2f284,38a7108246cb3f58e630703972d93923f2f284,name_size,0.004299163818359375
archive/backups/2026-01-11/heavenlyHands-copy-backup-20260101/cleanconnect-pro/.git/objects/85/f4e342e2083f01bce65ab80e799916d0ed74d7,ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/85/f4e342e2083f01bce65ab80e799916d0ed74d7,f4e342e2083f01bce65ab80e799916d0ed74d7,name_size,0.0038299560546875
archive/backups/2026-01-11/heavenlyHands-copy-backup-20260101/cleanconnect-pro/.git/objects/1d/e51008cdb76eb21c9111c14f6bb7b452241529,ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/1d/e51008cdb76eb21c9111c14f6bb7b452241529,e51008cdb76eb21c9111c14f6bb7b452241529,name_size,0.000247955322265625
archive/backups/2026-01-11/heavenlyHands-copy-backup-20260101/cleanconnect-pro/.git/objects/71/3844a7afb8e89878736840326a98aabdebef59,ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/71/3844a7afb8e89878736840326a98aabdebef59,3844a7afb8e89878736840326a98aabdebef59,name_size,0.00066375732421875
archive/backups/2026-01-11/heavenlyHands-copy-backup-20260101/cleanconnect-pro/.git/objects/71/8ff574e28a012a258f218cc01db81f9bfab8c0,ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/71/8ff574e28a012a258f218cc01db81f9bfab8c0,8ff574e28a012a258f218cc01db81f9bfab8c0,name_size,0.0067310333251953125
archive/backups/2026-01-11/heavenlyHands-copy-backup-20260101/cleanconnect-pro/.git/objects/76/fb5c4b81043679e9c29b12d2a597e87266e685,ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/76/fb5c4b81043679e9c29b12d2a597e87266e685,fb5c4b81043679e9c29b12d2a597e87266e685,name_size,0.0008983612060546875
archive/backups/2026-01-11/heavenlyHands-copy-backup-20260101/cleanconnect-pro/.git/objects/49/35b30241a895046725143173704fd0b7ca6065,ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/49/35b30241a895046725143173704fd0b7ca6065,35b30241a895046725143173704fd0b7ca6065,name_size,0.0031871795654296875
archive/backups/2026-01-11/heavenlyHands-copy-backup-20260101/cleanconnect-pro/.git/objects/2b/9986e4c70de665b0ed6e6cf7576b5ff5dfe8a7,ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/2b/9986e4c70de665b0ed6e6cf7576b5ff5dfe8a7,9986e4c70de665b0ed6e6cf7576b5ff5dfe8a7,name_size,0.0003948211669921875
archive/backups/2026-01-11/heavenlyHands-copy-backup-20260101/cleanconnect-pro/.git/objects/47/a904b3ca514266e7d9aed58a73a5857b8b3945,ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/47/a904b3ca514266e7d9aed58a73a5857b8b3945,a904b3ca514266e7d9aed58a73a5857b8b3945,name_size,0.004561424255371094
archive/backups/2026-01-11/heavenlyHands-copy-backup-20260101/cleanconnect-pro/.git/objects/8b/62c910d7f4d572cf399d8cc1cde078c6d5bb13,ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/8b/62c910d7f4d572cf399d8cc1cde078c6d5bb13,62c910d7f4d572cf399d8cc1cde078c6d5bb13,name_size,0.000629425048828125
archive/backups/2026-01-11/heavenlyHands-copy-backup-20260101/cleanconnect-pro/.git/objects/22/d41092c6be135416ed336dcb1be9ec0adc7583,ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/22/d41092c6be135416ed336dcb1be9ec0adc7583,d41092c6be135416ed336dcb1be9ec0adc7583,name_size,0.0007925033569335938
archive/backups/2026-01-11/heavenlyHands-copy-backup-20260101/cleanconnect-pro/.git/logs/refs/heads/main,ai-sites/heavenlyHands/cleanconnect-pro/.git/logs/refs/heads/main,main,name_size,0.00042819976806640625
SEO_YouTube_2025_Dataset/.git/refs/heads/main,AvaTar-ArTs.github.io/.git/refs/heads/main,main,name_size,3.910064697265625e-05
ai-sites/heavenlyHands/cleanconnect-pro/.git/refs/heads/main,AvaTar-ArTs.github.io/.git/refs/heads/main,main,name_size,3.910064697265625e-05
archive/backups/2026-01-11/AvaTarArTs-Suite-removed-20260101/.git/refs/heads/main,AvaTar-ArTs.github.io/.git/refs/heads/main,main,name_size,3.910064697265625e-05
archive/backups/2026-01-11/AvaTarArTs-Suite-removed-20260101/.git/refs/remotes/origin/main,AvaTar-ArTs.github.io/.git/refs/heads/main,main,name_size,3.910064697265625e-05
archive/backups/2026-01-11/heavenlyHands-copy-backup-20260101/cleanconnect-pro/.git/refs/heads/main,AvaTar-ArTs.github.io/.git/refs/heads/main,main,name_size,3.910064697265625e-05
ai-sites/AvaTarArTs/avatararts.org/.next/server/server-reference-manifest.json,ai-sites/AvaTarArTs/avatararts-portfolio/.next/server/server-reference-manifest.json,server-reference-manifest.json,name_size,9.250640869140625e-05
archive/backups/2026-01-11/AvaTarArTs-Suite-removed-20260101/.git/HEAD,SEO_CONTENT_STRATEGY/SEO_YouTube_2025_Dataset/.git/HEAD,head,name_size,2.002716064453125e-05
archive/backups/2026-01-11/AvaTarArTs-Suite-removed-20260101/.git/description,SEO_CONTENT_STRATEGY/SEO_YouTube_2025_Dataset/.git/description,description,name_size,6.961822509765625e-05
SEO_CONTENT_STRATEGY/SEO_YouTube_2025_Dataset/.git/packed-refs,AvaTar-ArTs.github.io/.git/packed-refs,packed-refs,name_size,0.0001068115234375
archive/backups/2026-01-11/AvaTarArTs-Suite-removed-20260101/.git/info/exclude,SEO_CONTENT_STRATEGY/SEO_YouTube_2025_Dataset/.git/info/exclude,exclude,name_size,0.0002288818359375
archive/backups/2026-01-11/AvaTarArTs-Suite-removed-20260101/.git/hooks/commit-msg.sample,SEO_CONTENT_STRATEGY/SEO_YouTube_2025_Dataset/.git/hooks/commit-msg.sample,commit-msg.sample,name_size,0.0008544921875
archive/backups/2026-01-11/AvaTarArTs-Suite-removed-20260101/.git/hooks/pre-rebase.sample,SEO_CONTENT_STRATEGY/SEO_YouTube_2025_Dataset/.git/hooks/pre-rebase.sample,pre-rebase.sample,name_size,0.0046710968017578125
archive/backups/2026-01-11/AvaTarArTs-Suite-removed-20260101/.git/hooks/sendemail-validate.sample,SEO_CONTENT_STRATEGY/SEO_YouTube_2025_Dataset/.git/hooks/sendemail-validate.sample,sendemail-validate.sample,name_size,0.002201080322265625
archive/backups/2026-01-11/AvaTarArTs-Suite-removed-20260101/.git/hooks/pre-commit.sample,SEO_CONTENT_STRATEGY/SEO_YouTube_2025_Dataset/.git/hooks/pre-commit.sample,pre-commit.sample,name_size,0.0015726089477539062
archive/backups/2026-01-11/AvaTarArTs-Suite-removed-20260101/.git/hooks/applypatch-msg.sample,SEO_CONTENT_STRATEGY/SEO_YouTube_2025_Dataset/.git/hooks/applypatch-msg.sample,applypatch-msg.sample,name_size,0.0004558563232421875
archive/backups/2026-01-11/AvaTarArTs-Suite-removed-20260101/.git/hooks/fsmonitor-watchman.sample,SEO_CONTENT_STRATEGY/SEO_YouTube_2025_Dataset/.git/hooks/fsmonitor-watchman.sample,fsmonitor-watchman.sample,name_size,0.0045070648193359375
archive/backups/2026-01-11/AvaTarArTs-Suite-removed-20260101/.git/hooks/pre-receive.sample,SEO_CONTENT_STRATEGY/SEO_YouTube_2025_Dataset/.git/hooks/pre-receive.sample,pre-receive.sample,name_size,0.000518798828125
archive/backups/2026-01-11/AvaTarArTs-Suite-removed-20260101/.git/hooks/prepare-commit-msg.sample,SEO_CONTENT_STRATEGY/SEO_YouTube_2025_Dataset/.git/hooks/prepare-commit-msg.sample,prepare-commit-msg.sample,name_size,0.001422882080078125
archive/backups/2026-01-11/AvaTarArTs-Suite-removed-20260101/.git/hooks/post-update.sample,SEO_CONTENT_STRATEGY/SEO_YouTube_2025_Dataset/.git/hooks/post-update.sample,post-update.sample,name_size,0.00018024444580078125
archive/backups/2026-01-11/AvaTarArTs-Suite-removed-20260101/.git/hooks/pre-merge-commit.sample,SEO_CONTENT_STRATEGY/SEO_YouTube_2025_Dataset/.git/hooks/pre-merge-commit.sample,pre-merge-commit.sample,name_size,0.000396728515625
archive/backups/2026-01-11/AvaTarArTs-Suite-removed-20260101/.git/hooks/pre-applypatch.sample,SEO_CONTENT_STRATEGY/SEO_YouTube_2025_Dataset/.git/hooks/pre-applypatch.sample,pre-applypatch.sample,name_size,0.00040435791015625
archive/backups/2026-01-11/AvaTarArTs-Suite-removed-20260101/.git/hooks/pre-push.sample,SEO_CONTENT_STRATEGY/SEO_YouTube_2025_Dataset/.git/hooks/pre-push.sample,pre-push.sample,name_size,0.0013103485107421875
archive/backups/2026-01-11/AvaTarArTs-Suite-removed-20260101/.git/hooks/update.sample,SEO_CONTENT_STRATEGY/SEO_YouTube_2025_Dataset/.git/hooks/update.sample,update.sample,name_size,0.0034809112548828125
archive/backups/2026-01-11/AvaTarArTs-Suite-removed-20260101/.git/refs/remotes/origin/HEAD,SEO_CONTENT_STRATEGY/SEO_YouTube_2025_Dataset/.git/refs/remotes/origin/HEAD,head,name_size,2.86102294921875e-05
tools/utilities/system/cleanup/clean-csv/requirements.txt,tools/utilities/duplicates/fdupes/requirements.txt,requirements.txt,name_size,1.33514404296875e-05
archive/backups/2026-01-11/AvaTarArTs-Suite-removed-20260101/utilities/system/cleanup/.lh/other.py.json,tools/utilities/system/cleanup/.lh/other.py.json,other.py.json,name_size,0.013395309448242188
