Old Path,New Path,Filename,Priority,Description,Status
/Users/steven/Music/analysis/mix_bookOmemory_Edit_HearTsFoRoGGetten_Remix351_analysis.txt,~/Documents/CsV/Media/mix_bookOmemory_Edit_HearTsFoRoGGetten_Remix351_analysis.txt,mix_bookOmemory_Edit_HearTsFoRoGGetten_Remix351_analysis.txt,25.72,Small file | Markdown content | Media Content related | Part of 'YouTube Content' project,Pending
/Users/steven/Music/analysis/Recycled_Symphony2_(Remastered)_analysis.txt,~/Documents/CsV/Media/Recycled_Symphony2_(Remastered)_analysis.txt,Recycled_Symphony2_(Remastered)_analysis.txt,25.49,Medium file | Text content | Media Content related | Part of 'Portfolio Projects' project,Pending
/Users/steven/Music/analysis/Recycled_Symphony302_Remastered302_analysis.txt,~/Documents/CsV/Media/Recycled_Symphony302_Remastered302_analysis.txt,Recycled_Symphony302_Remastered302_analysis.txt,25.49,Medium file | Text content | Media Content related | Part of 'Portfolio Projects' project,Pending
/Users/steven/Music/analysis/Summer_LoveremixdMal_dup1_analysis.txt,~/Documents/CsV/Media/Summer_LoveremixdMal_dup1_analysis.txt,Summer_LoveremixdMal_dup1_analysis.txt,25.15,Medium file | Markdown content | Media Content related | Part of 'YouTube Content' project,Pending
/Users/steven/Music/analysis/in This aLLey Where i HiDe-oG (Remix)254 (2)_analysis.txt,~/Documents/CsV/Media/in This aLLey Where i HiDe-oG (Remix)254 (2)_analysis.txt,in This aLLey Where i HiDe-oG (Remix)254 (2)_analysis.txt,24.91,Medium file | Text content | Media Content related | Part of 'Portfolio Projects' project,Pending
/Users/steven/Music/analysis/Feather Fang - [Remix]_analysis.txt,~/Documents/CsV/Media/Feather Fang - [Remix]_analysis.txt,Feather Fang - [Remix]_analysis.txt,24.91,Medium file | Markdown content | Media Content related | Part of 'YouTube Content' project,Pending
/Users/steven/Music/analysis/in This aLLey Where i HiDe-oG (Remix)-grity251_analysis.txt,~/Documents/CsV/Media/in This aLLey Where i HiDe-oG (Remix)-grity251_analysis.txt,in This aLLey Where i HiDe-oG (Remix)-grity251_analysis.txt,24.55,Medium file | Markdown content | Media Content related | Part of 'Portfolio Projects' project,Pending
/Users/steven/Music/analysis/Heads - Billie_analysis.txt,~/Documents/CsV/Media/Heads - Billie_analysis.txt,Heads - Billie_analysis.txt,24.52,Medium file | Markdown content | Media Content related | Part of 'YouTube Content' project,Pending
/Users/steven/Music/analysis/Misc_Songs - _Remix_analysis.txt,~/Documents/CsV/Media/Misc_Songs - _Remix_analysis.txt,Misc_Songs - _Remix_analysis.txt,24.52,Medium file | Markdown content | Media Content related | Part of 'YouTube Content' project,Pending
/Users/steven/Music/analysis/Love_is_rubbish_Lets_Get_Trashy_BanjoBandit308_Remix_Edit_analysis.txt,~/Documents/CsV/Media/Love_is_rubbish_Lets_Get_Trashy_BanjoBandit308_Remix_Edit_analysis.txt,Love_is_rubbish_Lets_Get_Trashy_BanjoBandit308_Remix_Edit_analysis.txt,24.47,Medium file | Markdown content | Media Content related | Part of 'Portfolio Projects' project,Pending
/Users/steven/Music/analysis/heart_cover_Edit_1_analysis.txt,~/Documents/CsV/Media/heart_cover_Edit_1_analysis.txt,heart_cover_Edit_1_analysis.txt,24.38,Small file | Markdown content | Media Content related | Part of 'YouTube Content' project,Pending
/Users/steven/Music/analysis/The_Heartland_Doesnt_Speak_Edit_analysis.txt,~/Documents/CsV/Media/The_Heartland_Doesnt_Speak_Edit_analysis.txt,The_Heartland_Doesnt_Speak_Edit_analysis.txt,24.38,Small file | Markdown content | Media Content related | Part of 'YouTube Content' project,Pending
/Users/steven/Music/analysis/Heroes_Rise_159.mp3159_v2_analysis.txt,~/Documents/CsV/Media/Heroes_Rise_159.mp3159_v2_analysis.txt,Heroes_Rise_159.mp3159_v2_analysis.txt,24.36,Medium file | Text content | Media Content related | Part of 'Portfolio Projects' project,Pending
/Users/steven/Music/analysis/Love_in_Imperfection_Remastered2340_analysis.txt,~/Documents/CsV/Media/Love_in_Imperfection_Remastered2340_analysis.txt,Love_in_Imperfection_Remastered2340_analysis.txt,24.29,Medium file | Text content | Media Content related | Part of 'Portfolio Projects' project,Pending
/Users/steven/Music/analysis/imperfection313_analysis.txt,~/Documents/CsV/Media/imperfection313_analysis.txt,imperfection313_analysis.txt,24.29,Medium file | Text content | Media Content related | Part of 'Portfolio Projects' project,Pending
/Users/steven/Music/analysis/imperfection323_analysis.txt,~/Documents/CsV/Media/imperfection323_analysis.txt,imperfection323_analysis.txt,24.29,Medium file | Text content | Media Content related | Part of 'Portfolio Projects' project,Pending
/Users/steven/Music/analysis/Music2video - Imagenet Song_analysis.txt,~/Documents/CsV/Media/Music2video - Imagenet Song_analysis.txt,Music2video - Imagenet Song_analysis.txt,23.91,Medium file | Markdown content | Media Content related | Part of 'YouTube Content' project,Pending
/Users/steven/Music/analysis/witched Road (Remix)234_analysis.txt,~/Documents/CsV/Media/witched Road (Remix)234_analysis.txt,witched Road (Remix)234_analysis.txt,23.64,Medium file | Markdown content | Media Content related | Part of 'YouTube Content' project,Pending
/Users/steven/Music/analysis/Echoes_of_Moonlight_in_this_alley.mp30000_analysis.txt,~/Documents/CsV/Media/Echoes_of_Moonlight_in_this_alley.mp30000_analysis.txt,Echoes_of_Moonlight_in_this_alley.mp30000_analysis.txt,23.34,Medium file | Markdown content | Media Content related | Part of 'YouTube Content' project,Pending
/Users/steven/Music/analysis/Moonly_Alley_analysis_1_1.txt,~/Documents/CsV/Media/Moonly_Alley_analysis_1_1.txt,Moonly_Alley_analysis_1_1.txt,23.34,Medium file | Text content | Media Content related | Part of 'Portfolio Projects' project,Pending
/Users/steven/Music/analysis/Letters i'll Never Send_10-59-01.txt,~/Documents/CsV/Media/Letters i'll Never Send_10-59-01.txt,Letters i'll Never Send_10-59-01.txt,23.33,Small file | Markdown content | Media Content related | Part of 'YouTube Content' project,Pending
/Users/steven/Music/analysis/Love_is_rubbish_Lets_Get_Trashy_analysis.txt,~/Documents/CsV/Media/Love_is_rubbish_Lets_Get_Trashy_analysis.txt,Love_is_rubbish_Lets_Get_Trashy_analysis.txt,23.20,Medium file | Markdown content | Media Content related | Part of 'Portfolio Projects' project,Pending
/Users/steven/Music/analysis/heart_cover_duo_og0000_analysis.txt,~/Documents/CsV/Media/heart_cover_duo_og0000_analysis.txt,heart_cover_duo_og0000_analysis.txt,23.15,Small file | Markdown content | Media Content related | Part of 'YouTube Content' project,Pending
/Users/steven/Music/analysis/Willow_whispers-duo-v4_analysis.txt,~/Documents/CsV/Media/Willow_whispers-duo-v4_analysis.txt,Willow_whispers-duo-v4_analysis.txt,22.98,Medium file | Markdown content | Media Content related | Part of 'Portfolio Projects' project,Pending
/Users/steven/Music/analysis/Kings_and_Queens_of_Litter400_analysis.txt,~/Documents/CsV/Media/Kings_and_Queens_of_Litter400_analysis.txt,Kings_and_Queens_of_Litter400_analysis.txt,22.70,Medium file | Text content | Media Content related | Part of 'Portfolio Projects' project,Pending
/Users/steven/Music/analysis/Kings_and_Queens_of_Litter_(Remastered)1_2_analysis2_1_1.txt,~/Documents/CsV/Media/Kings_and_Queens_of_Litter_(Remastered)1_2_analysis2_1_1.txt,Kings_and_Queens_of_Litter_(Remastered)1_2_analysis2_1_1.txt,22.70,Medium file | Text content | Media Content related | Part of 'Portfolio Projects' project,Pending
/Users/steven/Music/analysis/Dance Like Nobodys Watching_analysis.txt,~/Documents/CsV/Media/Dance Like Nobodys Watching_analysis.txt,Dance Like Nobodys Watching_analysis.txt,22.70,Medium file | Text content | Media Content related | Part of 'Portfolio Projects' project,Pending
/Users/steven/Music/analysis/Witches_Road_Song_Lyrics_analysis.txt,~/Documents/CsV/Media/Witches_Road_Song_Lyrics_analysis.txt,Witches_Road_Song_Lyrics_analysis.txt,22.46,Medium file | Markdown content | Media Content related | Part of 'Portfolio Projects' project,Pending
/Users/steven/Music/analysis/meeting-minutes-tutorial.txt,~/Documents/CsV/Media/meeting-minutes-tutorial.txt,meeting-minutes-tutorial.txt,22.33,Medium file | Markdown content | Media Content related | Part of 'YouTube Content' project,Pending
/Users/steven/Music/analysis/in_this_alley_where_i_Hide_LIVE_CuT_og312.mp3312_analysis.txt,~/Documents/CsV/Media/in_this_alley_where_i_Hide_LIVE_CuT_og312.mp3312_analysis.txt,in_this_alley_where_i_Hide_LIVE_CuT_og312.mp3312_analysis.txt,22.17,Medium file | Markdown content | Media Content related | Part of 'YouTube Content' project,Pending
/Users/steven/Music/analysis/Love_is_rubbish_Lets_Get_Trashy_BanjoBandit238Remix_analysis.txt,~/Documents/CsV/Media/Love_is_rubbish_Lets_Get_Trashy_BanjoBandit238Remix_analysis.txt,Love_is_rubbish_Lets_Get_Trashy_BanjoBandit238Remix_analysis.txt,21.52,Medium file | Markdown content | Media Content related | Part of 'YouTube Content' project,Pending
/Users/steven/Music/analysis/Through_and_Through - Amulets_analysis.txt,~/Documents/CsV/Media/Through_and_Through - Amulets_analysis.txt,Through_and_Through - Amulets_analysis.txt,21.52,Medium file | Markdown content | Media Content related | Part of 'YouTube Content' project,Pending
/Users/steven/Music/analysis/Neon-Whisper-(1)_analysis 1.txt,~/Documents/CsV/Media/Neon-Whisper-(1)_analysis 1.txt,Neon-Whisper-(1)_analysis 1.txt,20.40,Medium file | Text content | Media Content related | Part of 'Portfolio Projects' project,Pending
/Users/steven/Music/analysis/Witches Road (Remastered)_analysis.txt,~/Documents/CsV/Media/Witches Road (Remastered)_analysis.txt,Witches Road (Remastered)_analysis.txt,18.66,Medium file | Markdown content | Media Content related,Pending
/Users/steven/Music/analysis/Witches_Road323_analysis.txt,~/Documents/CsV/Media/Witches_Road323_analysis.txt,Witches_Road323_analysis.txt,18.66,Medium file | Markdown content | Media Content related,Pending
/Users/steven/Music/analysis/Witches_Road_(Remastered)_analysis.txt,~/Documents/CsV/Media/Witches_Road_(Remastered)_analysis.txt,Witches_Road_(Remastered)_analysis.txt,18.66,Medium file | Markdown content | Media Content related,Pending
/Users/steven/Music/analysis/Witches_Road_(Remastered)_256_analysis.txt,~/Documents/CsV/Media/Witches_Road_(Remastered)_256_analysis.txt,Witches_Road_(Remastered)_256_analysis.txt,18.66,Medium file | Markdown content | Media Content related,Pending
/Users/steven/Music/analysis/Love_is_Rubbish_and_Rubbish_is_Love-239_analysis.txt,~/Documents/CsV/Media/Love_is_Rubbish_and_Rubbish_is_Love-239_analysis.txt,Love_is_Rubbish_and_Rubbish_is_Love-239_analysis.txt,17.05,Medium file | Markdown content | Media Content related,Pending
/Users/steven/Music/analysis/Junkyard Symphony 8_211_analysis.txt,~/Documents/CsV/Media/Junkyard Symphony 8_211_analysis.txt,Junkyard Symphony 8_211_analysis.txt,14.70,Medium file | Markdown content | Media Content related,Pending
/Users/steven/Music/analysis/rubbish249_analysis.txt,~/Documents/CsV/Media/rubbish249_analysis.txt,rubbish249_analysis.txt,13.34,Medium file | Text content | Media Content related,Pending
/Users/steven/Music/analysis/Love_is_rubbish_Lets_Get_Trashy349_analysis.txt,~/Documents/CsV/Media/Love_is_rubbish_Lets_Get_Trashy349_analysis.txt,Love_is_rubbish_Lets_Get_Trashy349_analysis.txt,13.34,Medium file | Text content | Media Content related,Pending
/Users/steven/Music/analysis/No_More_Love_Songs_Remastered-p2_analysis.txt,~/Documents/CsV/Media/No_More_Love_Songs_Remastered-p2_analysis.txt,No_More_Love_Songs_Remastered-p2_analysis.txt,12.29,Medium file | Markdown content | Media Content related,Pending
/Users/steven/Music/analysis/BackAlley_Anthem_Raw_204.mp3204_analysis.txt,~/Documents/CsV/Media/BackAlley_Anthem_Raw_204.mp3204_analysis.txt,BackAlley_Anthem_Raw_204.mp3204_analysis.txt,11.39,Medium file | Markdown content | Media Content related,Pending
/Users/steven/Music/analysis/Spine_of_Stars412_analysis.txt,~/Documents/CsV/Media/Spine_of_Stars412_analysis.txt,Spine_of_Stars412_analysis.txt,10.09,Medium file | Markdown content | Media Content related,Pending
